color;director_name;num_critic_for_reviews;duration;final_budget;movie_title;imdb_score
Color;Greg Mottola;256.0;119.0;20000000.0;Superbad ;7.6
Color;Tyler Perry;44.0;103.0;31189419.536713067;Madea Goes to Jail ;4.1
Color;David Hayter;59.0;91.0;18000000.000000004;Wolves ;5.3
Color;Jon M. Chu;97.0;98.0;17500000.0;Step Up 2: The Streets ;6.2
Color;Cory Edwards;142.0;80.0;17500000.0;Hoodwinked! ;6.5
Color;Terry George;187.0;121.0;17500000.0;Hotel Rwanda ;8.1
Color;Xavier Gens;193.0;94.0;24000000.0;Hitman ;6.3
Color;Kasi Lemmons;40.0;93.0;17500000.0;Black Nativity ;4.4
Color;Brian A Miller;46.0;93.0;18000000.000000004;The Prince ;4.6
Color;Matt Dillon;38.0;116.0;17500000.0;City of Ghosts ;6.0
Color;Alejandro Amenábar;239.0;101.0;17000000.0;The Others ;7.6
Color;James Cameron;250.0;154.0;18500000.0;Aliens ;8.4
Color;George Cukor;82.0;170.0;17000000.0;My Fair Lady ;7.9
Color;Jim Gillespie;140.0;99.0;17000000.0;I Know What You Did Last Summer ;5.6
Color;Luke Greenfield;129.0;104.0;17000000.0;Let's Be Cops ;6.5
Color;Alexander Payne;285.0;126.0;12000000.0;Sideways ;7.5
Color;Jay Chandrasekhar;91.0;110.0;17500000.0;Beerfest ;6.3
Color;John Carpenter;318.0;101.0;300000.0;Halloween ;7.9
Color;John Hoffman;52.0;87.0;17000000.0;Good Boy! ;5.1
Color;Malcolm D. Lee;56.0;123.0;17000000.0;The Best Man Holiday ;6.7
Color;Joe Carnahan;186.0;109.0;17000000.0;Smokin' Aces ;6.7
Color;Kevin Greutert;178.0;90.0;20000000.0;Saw 3D: The Final Chapter ;5.6
Color;Michael Lehmann;140.0;96.0;17000000.0;40 Days and 40 Nights ;5.6
Color;John Fortenberry;63.0;82.0;17000000.0;A Night at the Roxbury ;6.2
Color;Daniel Barnz;148.0;86.0;17000000.0;Beastly ;5.6
Color;Alexandre Aja;265.0;108.0;15000000.0;The Hills Have Eyes ;6.4
Color;Sam Weisman;75.0;98.0;17000000.0;Dickie Roberts: Former Child Star ;5.6
Color;Niki Caro;113.0;129.0;17000000.0;McFarland, USA ;7.4
Color;Erik White;62.0;99.0;18147245.81090954;Lottery Ticket ;4.9
Color;Chris Robinson;54.0;105.0;18217446.918974042;ATL ;6.0
Color;Jason Moore;223.0;112.0;17000000.0;Pitch Perfect ;7.2
Color;Michael Tollin;50.0;108.0;34000000.0;Summer Catch ;4.9
Color;Sam Raimi;125.0;121.0;17000000.0;A Simple Plan ;7.5
Color;Robert Harmon;81.0;89.0;17000000.0;They ;4.8
Color;Trent Cooper;37.0;89.0;4000000.0;Larry the Cable Guy: Health Inspector ;3.1
Color;Gary Halvorson;44.0;73.0;26000000.0;The Adventures of Elmo in Grouchland ;5.8
Color;Antoine Fuqua;197.0;132.0;17000000.0;Brooklyn's Finest ;6.7
Color;Nicholas Ray;15.0;154.0;9000000.000000002;55 Days at Peking ;6.8
Color;Fede Alvarez;543.0;96.0;17000000.0;Evil Dead ;6.5
Color;Donald Petrie;112.0;98.0;17000000.0;My Life in Ruins ;5.9
Color;Paul Weitz;153.0;107.0;17000000.0;American Dreamz ;5.5
Color;Sidney J. Furie;94.0;134.0;17000000.0;Superman IV: The Quest for Peace ;3.6
Color;Ian Iqbal Rashid;62.0;94.0;13222227.69791922;How She Move ;3.3
Color;Wayne Kramer;157.0;122.0;17000000.0;Running Scared ;7.4
Color;Rowdy Herrington;35.0;128.0;18408918.0130508;Bobby Jones: Stroke of Genius ;6.7
Color;Jim Goddard;21.0;97.0;17000000.0;Shanghai Surprise ;3.0
Color;Neil Burger;236.0;110.0;16000000.0;The Illusionist ;7.6
Color;Noel Marshall;50.0;102.0;17000000.0;Roar ;6.4
Color;Joel Schumacher;106.0;98.0;17000000.0;Veronica Guerin ;6.9
Color;Andrea Di Stefano;106.0;120.0;17000000.0;Escobar: Paradise Lost ;6.6
Color;Richard Kelly;173.0;160.0;17000000.0;Southland Tales ;5.5
Color;Guillaume Ivernel;41.0;80.0;11798600.0;Dragon Hunters ;6.6
Color;Jack Smight;41.0;91.0;17000000.0;Damnation Alley ;5.2
Color;Todd Lincoln;145.0;83.0;17000000.0;The Apparition ;4.1
Color;Howard Zieff;31.0;102.0;17000000.0;My Girl ;6.8
Color;Steven Shainberg;105.0;122.0;16800000.0;Fur: An Imaginary Portrait of Diane Arbus ;6.5
Color;Oliver Stone;114.0;126.0;15000000.0;Wall Street ;7.4
Color;Ang Lee;69.0;136.0;16000000.0;Sense and Sensibility ;7.7
Color;Julian Jarrold;150.0;120.0;16500000.0;Becoming Jane ;7.1
Color;Joe Nussbaum;72.0;108.0;16500000.0;Sydney White ;6.3
Color;Vadim Perelman;158.0;126.0;15000000.0;House of Sand and Fog ;7.6
Color;Peter Weir;96.0;128.0;16400000.0;Dead Poets Society ;8.0
Color;Peter Farrelly;84.0;113.0;16000000.0;Dumb & Dumber ;7.3
Color;Rob Reiner;114.0;89.0;16000000.0;When Harry Met Sally... ;7.6
Color;Sidney Lumet;79.0;129.0;16000000.0;The Verdict ;7.8
Color;Todd Phillips;103.0;94.0;16000000.0;Road Trip ;6.5
Color;Brian Robbins;67.0;106.0;16000000.0;Varsity Blues ;6.4
 Black and White;Michel Hazanavicius;576.0;100.0;15000000.0;The Artist ;8.0
Color;David S. Goyer;178.0;89.0;16000000.0;The Unborn ;4.8
Color;Wes Anderson;487.0;94.0;16000000.0;Moonrise Kingdom ;7.8
Color;Jonathan Liebesman;196.0;83.0;16000000.0;The Texas Chainsaw Massacre: The Beginning ;5.9
Color;Cyrus Nowrasteh;24.0;111.0;18500000.0;The Young Messiah ;5.4
Color;Perry Andelin Blake;56.0;80.0;16000000.0;The Master of Disguise ;3.3
Color;Guillermo del Toro;406.0;112.0;14480100.0;Pan's Labyrinth ;8.2
Color;;3.0;60.0;15783722.916992981;The Messengers             ;6.6
Color;John Whitesell;51.0;94.0;35000000.0;See Spot Run ;5.4
 Black and White;John Singleton;41.0;130.0;16000000.0;Baby Boy ;6.4
Color;Christian E. Christiansen;138.0;91.0;16000000.0;The Roommate ;4.8
Color;Dennie Gordon;78.0;91.0;17700000.0;Joe Dirt ;5.9
Color;Sheldon Lettich;40.0;110.0;15000000.0;Double Impact ;5.5
Color;Edgar Wright;285.0;121.0;12147225.36806342;Hot Fuzz ;7.9
Color;Diane English;124.0;114.0;16500000.0;The Women ;4.9
Color;Woody Allen;275.0;96.0;15500000.0;Vicky Cristina Barcelona ;7.2
Color;Peter Flinth;34.0;270.0;26815000.0;Arn: The Knight Templar ;6.6
Color;Robert Iscove;67.0;94.0;35000000.0;Boys and Girls ;5.3
Color;Peter Kosminsky;103.0;109.0;16000000.0;White Oleander ;7.2
Color;Karyn Kusama;300.0;107.0;16000000.0;Jennifer's Body ;5.1
Color;Nick Gomez;84.0;96.0;6000000.0;Drowning Mona ;5.6
Color;Woody Allen;64.0;88.0;16000000.0;Radio Days ;7.6
Color;Allen Coulter;158.0;113.0;16000000.0;Remember Me ;7.2
Color;Clare Kilner;46.0;101.0;16000000.0;How to Deal ;5.7
Color;Richard Benjamin;15.0;105.0;20000000.0;My Stepmother Is an Alien ;5.2
Color;Jonathan Demme;68.0;125.0;26000000.0;Philadelphia ;7.7
Color;Josef Rusnak;111.0;100.0;16000000.0;The Thirteenth Floor ;7.0
Color;Lance Rivera;21.0;97.0;17442558.74042718;The Cookout ;3.6
Color;Ronald Neame;42.0;108.0;16000000.0;Meteor ;4.9
Color;Bruce Paltrow;65.0;112.0;15000000.0;Duets ;6.0
Color;Woody Allen;109.0;112.0;16000000.0;Hollywood Ending ;6.6
Color;Adam Rifkin;42.0;95.0;6500000.0;Detroit Rock City ;6.8
Color;Russell Mulcahy;112.0;110.0;16000000.0;Highlander ;7.2
Color;Susanne Bier;146.0;118.0;16000000.0;Things We Lost in the Fire ;7.2
Color;Kenneth Johnson;36.0;97.0;16000000.0;Steel ;2.8
Color;James Gray;230.0;120.0;16000000.0;The Immigrant ;6.6
Color;James Ivory;64.0;135.0;16000000.0;The White Countess ;6.7
Color;Danny Boyle;393.0;101.0;20000000.0;Trance ;7.0
Color;Jessy Terrero;75.0;92.0;16000000.0;Soul Plane ;4.4
Color;Dany Boon;78.0;106.0;11798600.0;Welcome to the Sticks ;7.1
Color;Vicente Amorim;67.0;92.0;15000000.0;Good ;6.2
Color;Gaspar Noé;216.0;161.0;13943800.0;Enter the Void ;7.3
Color;Amy Heckerling;54.0;92.0;16000000.0;Vamps ;5.1
Color;Lasse Hallström;84.0;93.0;16000000.0;Hachi: A Dog's Tale ;8.1
Color;Jérôme Salle;69.0;110.0;16000000.0;Zulu ;6.7
Color;Tommy Lee Jones;208.0;122.0;16000000.0;The Homesman ;6.6
Color;Jesse Vaughan;32.0;91.0;15600000.0;Juwanna Mann ;4.5
Color;;20.0;45.0;3911239.811239811;Lilyhammer             ;8.1
Color;Atom Egoyan;78.0;115.0;15368198.159944851;Ararat ;6.6
Color;William Bindley;21.0;94.0;13500000.0;Madison ;6.5
Color;Wayne Beach;40.0;93.0;15500000.0;Slow Burn ;5.9
Color;Gérard Krawczyk;40.0;94.0;16410780.0;Wasabi ;6.6
Color;James Gunn;251.0;95.0;15500000.0;Slither ;6.5
Color;Martin Brest;94.0;105.0;14000000.0;Beverly Hills Cop ;7.3
Color;Chris Columbus;102.0;103.0;18000000.000000004;Home Alone ;7.5
Color;Leonard Nimoy;21.0;102.0;11000000.0;3 Men and a Baby ;5.9
Color;Sydney Pollack;94.0;116.0;22000000.0;Tootsie ;7.4
Color;Tony Scott;173.0;110.0;15000000.0;Top Gun ;6.9
Color;Ang Lee;287.0;120.0;17000000.0;Crouching Tiger, Hidden Dragon ;7.9
Color;Sam Mendes;176.0;122.0;15000000.0;American Beauty ;8.4
Color;Tom Hooper;479.0;118.0;15000000.0;The King's Speech ;8.0
Color;Ivan Reitman;27.0;107.0;15000000.0;Twins ;6.0
Color;;20.0;45.0;19457004.72102601;Scream: The TV Series             ;7.3
Color;Udayan Prasad;60.0;102.0;15500000.0;The Yellow Handkerchief ;6.8
Color;Steven Spielberg;70.0;154.0;15000000.0;The Color Purple ;7.8
Color;JK Youn;43.0;103.0;15430039.932700027;Tidal Wave ;5.7
Color;Morten Tyldum;454.0;114.0;14000000.0;The Imitation Game ;8.1
Color;Howard Zieff;25.0;109.0;10000000.0;Private Benjamin ;6.1
Color;Michael Apted;46.0;124.0;23018545.192080274;Coal Miner's Daughter ;7.5
Color;Thor Freudenthal;111.0;94.0;15000000.0;Diary of a Wimpy Kid ;6.2
Color;Andrés Muschietti;393.0;100.0;20000000.0;Mama ;6.2
Color;Harold Ramis;55.0;98.0;15000000.0;National Lampoon's Vacation ;7.4
Color;Jeff Tremaine;157.0;102.0;15000000.0;Bad Grandpa ;6.6
Color;Stephen Frears;280.0;94.0;14880351.075877687;The Queen ;7.3
Color;Tim Burton;109.0;92.0;15000000.0;Beetlejuice ;7.5
Color;Tyler Perry;41.0;113.0;15000000.0;Why Did I Get Married? ;5.6
Color;Gillian Armstrong;27.0;115.0;15000000.0;Little Women ;7.3
Color;James Watkins;462.0;95.0;17000000.0;The Woman in Black ;6.4
Color;Simon West;152.0;87.0;15000000.0;When a Stranger Calls ;5.0
Color;Shawn Levy;69.0;88.0;15000000.0;Big Fat Liar ;5.4
Color;Michael Cimino;140.0;183.0;15000000.0;The Deer Hunter ;8.2
Color;Barry Levinson;130.0;97.0;15000000.0;Wag the Dog ;7.1
Color;Jim Fall;66.0;94.0;17000000.0;The Lizzie McGuire Movie ;5.3
Color;Ric Roman Waugh;238.0;112.0;15000000.0;Snitch ;6.5
Color;Michael Dougherty;198.0;98.0;15000000.0;Krampus ;6.2
Color;Robert Rodriguez;154.0;104.0;15000000.0;The Faculty ;6.4
Color;Brian Gibson;19.0;118.0;15000000.0;What's Love Got to Do with It ;7.2
Color;James Mangold;131.0;120.0;10000000.0;Cop Land ;6.9
Color;Joel Gallen;97.0;99.0;15000000.0;Not Another Teen Movie ;5.7
Color;David Ayer;355.0;109.0;7000000.0;End of Watch ;7.7
Color;Rob Cohen;102.0;106.0;35000000.0;The Skulls ;5.6
Color;James Marsh;419.0;123.0;15000000.0;The Theory of Everything ;7.7
Color;John Whitesell;37.0;86.0;16000000.0;Malibu's Most Wanted ;5.1
Color;Matt Williams;78.0;120.0;15000000.0;Where the Heart Is ;6.8
Color;David Lean;181.0;227.0;15000000.0;Lawrence of Arabia ;8.4
Color;Rob Zombie;220.0;119.0;15000000.0;Halloween II ;4.9
Color;Jean-Marc Vallée;349.0;115.0;15000000.0;Wild ;7.1
Color;Dennis Iliadis;241.0;114.0;15000000.0;The Last House on the Left ;6.6
Color;Clare Kilner;103.0;90.0;15000000.0;The Wedding Date ;6.1
Color;Rick Rosenthal;151.0;94.0;15000000.0;Halloween: Resurrection ;4.1
Color;Rob Reiner;185.0;98.0;16000000.0;The Princess Bride ;8.1
Color;Denzel Washington;112.0;126.0;15000000.0;The Great Debaters ;7.6
Color;Nicolas Winding Refn;676.0;100.0;15000000.0;Drive ;7.8
Color;Sara Sugarman;74.0;89.0;15000000.0;Confessions of a Teenage Drama Queen ;4.6
Color;Nicholas Hytner;65.0;111.0;15000000.0;The Object of My Affection ;6.0
Color;Juan Carlos Fresnadillo;274.0;100.0;15000000.0;28 Weeks Later ;7.0
Color;Thomas Carter;50.0;115.0;15000000.0;When the Game Stands Tall ;6.7
Color;Wayne Wang;96.0;106.0;14000000.0;Because of Winn-Dixie ;6.4
Color;Gina Prince-Bythewood;68.0;124.0;20000000.0;Love & Basketball ;7.2
Color;George Armitage;111.0;107.0;15000000.0;Grosse Pointe Blank ;7.4
Color;Phil Traill;128.0;99.0;15000000.0;All About Steve ;4.8
Color;Joe Berlinger;160.0;90.0;15000000.0;Book of Shadows: Blair Witch 2 ;4.0
Color;Andrew Fleming;93.0;101.0;15000000.0;The Craft ;6.2
Color;Woody Allen;278.0;119.0;15000000.0;Match Point ;7.7
Color;Elizabeth Allen Rosenbaum;81.0;103.0;15000000.0;Ramona and Beezus ;6.7
Color;James Ivory;58.0;134.0;15000000.0;The Remains of the Day ;7.9
Color;Paul Thomas Anderson;153.0;155.0;15000000.0;Boogie Nights ;7.9
Color;Robert Harmon;25.0;94.0;15000000.0;Nowhere to Run ;5.5
Color;Michael Mayer;46.0;95.0;15000000.0;Flicka ;6.2
Color;Martin Weisz;161.0;89.0;15000000.0;The Hills Have Eyes II ;5.1
Color;John Ottman;108.0;97.0;14000000.0;Urban Legends: Final Cut ;4.1
Color;Jay Russell;69.0;90.0;15000000.0;Tuck Everlasting ;6.7
Color;John Bonito;78.0;92.0;20000000.0;The Marine ;4.7
Color;Peter Atencio;129.0;100.0;15000000.0;Keanu ;6.4
Color;Shana Feste;135.0;117.0;15000000.0;Country Strong ;6.3
Color;David Nutter;96.0;84.0;15000000.0;Disturbing Behavior ;5.5
Color;Derek Cianfrance;417.0;140.0;15000000.0;The Place Beyond the Pines ;7.3
Color;Roger Donaldson;172.0;108.0;15000000.0;The November Man ;6.3
Color;Stephan Elliott;88.0;109.0;35000000.0;Eye of the Beholder ;4.9
Color;Kathryn Bigelow;388.0;131.0;15000000.0;The Hurt Locker ;7.6
Color;Mark L. Lester;45.0;114.0;15000000.0;Firestarter ;6.0
Color;Andrew Dominik;414.0;97.0;15000000.0;Killing Them Softly ;6.2
Color;Anton Corbijn;291.0;122.0;15000000.0;A Most Wanted Man ;6.8
Color;Tom Green;97.0;87.0;14000000.0;Freddy Got Fingered ;4.5
Color;Mike Nawrocki;37.0;85.0;15000000.0;The Pirates Who Don't Do Anything: A VeggieTales Movie ;5.7
Color;Catherine Owens;68.0;85.0;13953602.48512661;U2 3D ;8.4
Color;Douglas Aarniokoski;90.0;101.0;25000000.0;Highlander: Endgame ;4.6
Color;Bryan Barber;81.0;121.0;15000000.0;Idlewild ;6.2
Color;Lone Scherfig;221.0;107.0;15000000.0;One Day ;7.0
Color;Drew Barrymore;230.0;111.0;15000000.0;Whip It ;6.9
Color;Brian Koppelman;57.0;92.0;30409535.19729294;Knockaround Guys ;6.1
Color;James Foley;119.0;97.0;15000000.0;Confidence ;6.7
Color;Albert Brooks;97.0;97.0;15000000.0;The Muse ;5.6
 Black and White;Irwin Winkler;119.0;125.0;20000000.0;De-Lovely ;6.6
Color;Woody Allen;42.0;124.0;15000000.0;New York Stories ;6.4
Color;Steve Gomer;24.0;76.0;15000000.0;Barney's Great Adventure ;2.8
Color;RZA;208.0;107.0;15000000.0;The Man with the Iron Fists ;5.4
Color;Dean Parisot;42.0;91.0;15000000.0;Home Fries ;5.0
Color;Mark Piznarski;44.0;96.0;15000000.0;Here on Earth ;5.1
Color;Terry Gilliam;230.0;142.0;15000000.0;Brazil ;8.0
Color;Sean McNamara;46.0;103.0;15000000.0;Raise Your Voice ;5.9
Color;;18.0;60.0;11059970.380596792;The Dead Zone             ;7.5
Color;Joel Coen;249.0;117.0;15000000.0;The Big Lebowski ;8.2
 Black and White;Craig Brewer;197.0;116.0;15000000.0;Black Snake Moan ;7.0
Color;Ron Shelton;71.0;118.0;15000000.0;Dark Blue ;6.6
Color;Michael Winterbottom;190.0;108.0;16000000.0;A Mighty Heart ;6.7
Color;David Raynr;50.0;94.0;32000000.0;Whatever It Takes ;5.5
Color;Mort Nathan;63.0;97.0;20000000.0;Boat Trip ;4.9
Color;Oliver Parker;104.0;97.0;15000000.0;The Importance of Being Earnest ;6.9
Color;Dan Curtis;110.0;99.0;13336742.963887066;The Love Letter ;7.4
Color;Wil Shriner;49.0;91.0;15000000.0;Hoot ;5.6
Color;Martin McDonagh;300.0;107.0;15000000.0;In Bruges ;8.0
Color;Tina Gordon Chism;43.0;95.0;15000000.0;Peeples ;5.3
Color;Peter Cattaneo;132.0;102.0;15000000.0;The Rocker ;6.2
Color;Vicky Jenson;97.0;88.0;15000000.0;Post Grad ;5.3
Color;Gus Van Sant;242.0;106.0;15000000.0;Promised Land ;6.6
Color;Woody Allen;218.0;92.0;15000000.0;Whatever Works ;7.2
 Black and White;Mary Lambert;49.0;105.0;12500000.0;The In Crowd ;4.6
Color;Tommy Lee Jones;172.0;107.0;15000000.0;Three Burials ;7.5
Color;Peter Kassovitz;68.0;120.0;45000000.0;Jakob the Liar ;6.5
Color;Shane Black;223.0;103.0;15000000.0;Kiss Kiss Bang Bang ;7.6
Color;Rodman Flender;59.0;92.0;25000000.0;Idle Hands ;6.2
Color;David Lynch;252.0;147.0;15000000.0;Mulholland Drive ;8.0
Color;Katja von Garnier;106.0;98.0;15000000.0;Blood and Chocolate ;5.5
Color;Woody Allen;223.0;98.0;22000000.0;You Will Meet a Tall Dark Stranger ;6.3
Color;Mark Romanek;328.0;103.0;15000000.0;Never Let Me Go ;7.2
Color;;9.0;286.0;22421037.77859298;The Company             ;7.9
Color;Brad Anderson;150.0;111.0;15000000.0;Transsiberian ;6.7
Color;Michael Chapman;21.0;98.0;15000000.0;The Clan of the Cave Bear ;5.3
Color;Antonio Banderas;28.0;111.0;15000000.0;Crazy in Alabama ;6.3
Color;Michael Haneke;250.0;111.0;15000000.0;Funny Games ;6.5
Color;Khalil Sullins;17.0;100.0;11644062.5711315;Listening ;5.6
Color;Atom Egoyan;95.0;116.0;29793837.034592837;Felicia's Journey ;7.0
 Black and White;Fritz Lang;260.0;145.0;3589020.0;Metropolis ;8.3
Color;Pierre Morel;141.0;84.0;12871200.0;District B13 ;7.2
Color;Gary Fleder;52.0;115.0;7000000.0;Things to Do in Denver When You're Dead ;6.8
Color;Hsiao-Hsien Hou;205.0;105.0;15000000.0;The Assassin ;6.4
Color;Gregor Jordan;109.0;98.0;15000000.0;Buffalo Soldiers ;6.9
Color;Andrey Zvyagintsev;103.0;99.0;17714039.591795996;The Return ;8.0
Color;Tony Jaa;110.0;110.0;8351848.006644517;Ong-bak 2 ;6.2
Color;Neil Marshall;195.0;97.0;12000000.0;Centurion ;6.4
Color;Russell Mulcahy;14.0;88.0;9000000.000000002;Silent Trigger ;5.6
Color;Ryûhei Kitamura;177.0;103.0;15000000.0;The Midnight Meat Train ;6.1
Color;Darrell Roodt;17.0;104.0;15000000.0;Winnie Mandela ;6.0
Color;Dito Montiel;62.0;90.0;15000000.0;The Son of No One ;5.1
Color;Stefan Ruzowitzky;19.0;105.0;25000000.0;All the Queen's Men ;4.5
Color;Jake Paltrow;50.0;93.0;15000000.0;The Good Night ;5.9
Color;Juraj Jakubisko;25.0;141.0;16026488.863635425;Bathory: Countess of Blood ;6.0
Color;Anthony Silverston;39.0;85.0;20000000.0;Khumba ;5.8
Color;Gabe Ibáñez;136.0;109.0;7000000.0;Automata ;6.1
Color;Gerry Lively;26.0;105.0;15000000.0;Dungeons & Dragons: Wrath of the Dragon God ;4.9
Color;Daniele Luchetti;4.0;98.0;15000000.0;Chiamatemi Francesco - Il Papa della gente ;5.7
Color;Tung-Shing Yee;53.0;119.0;15000000.0;Shinjuku Incident ;7.1
Color;Julien Temple;22.0;124.0;15000000.0;Pandaemonium ;6.6
Color;Harold Ramis;147.0;101.0;14600000.0;Groundhog Day ;8.1
Color;Gregory Jacobs;222.0;115.0;14800000.0;Magic Mike XXL ;5.7
Color;Baz Luhrmann;106.0;120.0;14499999.999999998;Romeo + Juliet ;6.8
Color;Gilles Paquet-Brenner;136.0;111.0;10726000.0;Sarah's Key ;7.5
Color;Peter Cousens;5.0;94.0;14499999.999999998;Freedom ;6.2
Color;Clint Eastwood;131.0;131.0;14400000.0;Unforgiven ;8.3
Color;Lars von Trier;140.0;139.0;14200000.0;Manderlay ;7.4
Color;Danny Boyle;418.0;120.0;15000000.0;Slumdog Millionaire ;8.0
Color;Adrian Lyne;94.0;119.0;14000000.0;Fatal Attraction ;6.9
Color;Garry Marshall;82.0;125.0;14000000.0;Pretty Woman ;6.9
Color;John Blanchard;110.0;65.0;10712093.897136182;Towering Inferno             ;9.5
Color;John Cornell;32.0;108.0;14000000.0;Crocodile Dundee II ;5.5
Color;Vidhu Vinod Chopra;22.0;101.0;15000000.0;Broken Horses ;5.7
Color;Oliver Stone;72.0;145.0;14000000.0;Born on the Fourth of July ;7.2
 Black and White;Jon Turteltaub;39.0;98.0;15000000.0;Cool Runnings ;6.9
Color;Patrick Lussier;264.0;101.0;15000000.0;My Bloody Valentine ;5.5
Color;Sylvain White;86.0;109.0;14000000.0;Stomp the Yard ;5.2
Color;Lewis Gilbert;112.0;123.0;14000000.0;The Spy Who Loved Me ;7.1
Color;;17.0;60.0;11051037.278307905;Ghost Hunters             ;6.6
Color;Jamie Blanks;101.0;99.0;14000000.0;Urban Legend ;5.5
Color;Tyler Perry;42.0;110.0;14711607.73392635;Good Deeds ;5.4
Color;Randal Kleiser;10.0;107.0;14000000.0;White Fang ;6.7
Color;Bruce McCulloch;43.0;81.0;34000000.0;Superstar ;5.0
Color;Phyllida Lloyd;331.0;105.0;13000000.0;The Iron Lady ;6.4
Color;Mike Nawrocki;38.0;82.0;14000000.0;Jonah: A VeggieTales Movie ;6.6
Color;John Singleton;12.0;109.0;14000000.0;Poetic Justice ;5.9
Color;Kevin Bray;40.0;95.0;14000000.0;All About the Benjamins ;5.7
Color;Wes Craven;34.0;100.0;20000000.0;Vampire in Brooklyn ;4.5
Color;John Boorman;82.0;118.0;14000000.0;Exorcist II: The Heretic ;3.7
Color;Courtney Solomon;125.0;91.0;14000000.0;An American Haunting ;5.0
Color;David Zucker;56.0;90.0;14000000.0;My Boss's Daughter ;4.6
Color;David Twohy;160.0;108.0;14000000.0;A Perfect Getaway ;6.5
Color;Rick Famuyiwa;71.0;103.0;14000000.0;Our Family Wedding ;4.9
Color;Alan Cohn;37.0;96.0;14000000.0;Dead Man on Campus ;6.0
Color;Franco Zeffirelli;62.0;117.0;12000000.0;Tea with Mussolini ;6.9
Color;Tom Holland;73.0;93.0;8500000.0;Thinner ;5.7
Color;Martin Scorsese;59.0;136.0;14000000.0;New York, New York ;6.7
Color;Spike Lee;25.0;115.0;14000000.0;Crooklyn ;6.9
Color;Chris Rock;97.0;94.0;21949093.605426967;I Think I Love My Wife ;5.5
Color;James Isaac;205.0;85.0;11000000.0;Jason X ;4.4
Color;Emilio Estevez;195.0;112.0;14000000.0;Bobby ;7.0
Color;Mark Waters;61.0;86.0;14000000.0;Head Over Heels ;5.4
Color;Josh Schwartz;77.0;86.0;14000000.0;Fun Size ;5.4
Color;Julian Schnabel;259.0;112.0;19244473.24154994;The Diving Bell and the Butterfly ;8.0
Color;Todd Field;251.0;137.0;26000000.0;Little Children ;7.6
Color;Davis Guggenheim;63.0;90.0;24000000.0;Gossip ;5.9
Color;Tony Goldwyn;47.0;107.0;14000000.0;A Walk on the Moon ;6.6
Color;Phillip Noyce;108.0;98.0;14000000.0;Catch a Fire ;6.7
Color;Stephen Carpenter;64.0;84.0;17000000.0;Soul Survivors ;3.9
Color;James Ivory;20.0;139.0;14000000.0;Jefferson in Paris ;5.7
Color;Stephan Elliott;135.0;97.0;25666793.59249398;Easy Virtue ;6.7
Color;James Fargo;2.0;127.0;14000000.0;Caravans ;6.5
Color;Mike Leigh;262.0;150.0;12450906.002265004;Mr. Turner ;6.8
Color;Alain Resnais;129.0;104.0;14058254.099255804;Wild Grass ;6.3
Color;Costa-Gavras;69.0;132.0;18368402.0;Amen. ;7.3
Color;Chao-Bin Su;50.0;117.0;12000000.0;Reign of Assassins ;6.9
Color;Neil Burger;57.0;115.0;15000000.0;The Lucky Ones ;7.0
Color;Kenneth Lonergan;116.0;186.0;14000000.0;Margaret ;6.5
Color;Bo Zenga;45.0;90.0;15300675.435034104;Stan Helsing ;3.6
Color;Rob Reiner;87.0;90.0;14000000.0;Flipped ;7.7
Color;Ang Lee;357.0;134.0;14000000.0;Brokeback Mountain ;7.7
Color;Amy Heckerling;88.0;97.0;12000000.0;Clueless ;6.8
Color;Todd Haynes;181.0;107.0;13500000.0;Far from Heaven ;7.4
Color;Steve Pink;107.0;99.0;14000000.0;Hot Tub Time Machine 2 ;5.1
Color;;53.0;55.0;20067856.28342434;Dekalog             ;9.1
Color;Philip Kaufman;132.0;124.0;13500000.0;Quills ;7.4
Color;Martin McDonagh;401.0;110.0;15000000.0;Seven Psychopaths ;7.2
Color;Kasi Lemmons;58.0;105.0;13500000.0;The Caveman's Valentine ;6.0
Color;;1.0;41.0;12611813.238388859;The Border             ;7.4
Color;Oliver Hirschbiegel;192.0;178.0;14480100.0;Downfall ;8.3
Color;Alejandro Amenábar;157.0;125.0;10726000.0;The Sea Inside ;8.1
Color;Jonathan Glazer;454.0;108.0;13300000.0;Under the Skin ;6.3
Color;Barry Levinson;62.0;121.0;13000000.0;Good Morning, Vietnam ;7.3
Color;Hyung-rae Shim;4.0;100.0;13400000.0;The Last Godfather ;3.6
Color;Jon M. Chu;84.0;115.0;13000000.0;Justin Bieber: Never Say Never ;1.6
Color;Darren Aronofsky;669.0;108.0;13000000.0;Black Swan ;8.0
Color;Francis Ford Coppola;149.0;220.0;13000000.0;The Godfather: Part II ;9.0
Color;Thomas Carter;101.0;112.0;13000000.0;Save the Last Dance ;6.1
Color;Renny Harlin;102.0;99.0;13000000.0;A Nightmare on Elm Street 4: The Dream Master ;5.7
Color;Patricia Riggen;63.0;109.0;13000000.0;Miracles from Heaven ;6.8
Color;Danny Leiner;106.0;83.0;13000000.0;Dude, Where's My Car? ;5.5
Color;Christopher Cain;50.0;107.0;13000000.0;Young Guns ;6.8
Color;Theodore Melfi;275.0;102.0;13000000.0;St. Vincent ;7.3
Color;Steve Pink;90.0;100.0;12500000.0;About Last Night ;6.1
Color;Gil Junger;133.0;97.0;30000000.0;10 Things I Hate About You ;7.2
